"행정구역","2024년06월_계_총인구수","2024년06월_계_연령구간인구수","2024년06월_계_0세"
"전라남도 완도군 노화읍(4689025600)","3,970","9","9"
"전라남도 완도군 노화읍넙도출장소(4689029000)","701","1","1"
"전라남도 완도군 군외면(4689031000)","2,984","3","3"
"전라남도 완도군 신지면(4689032000)","3,154","4","4"
"전라남도 완도군 고금면(4689033000)","3,912","11","11"
"전라남도 완도군 약산면(4689034000)","2,176","5","5"
"전라남도 완도군 청산면(4689035000)","1,966","2","2"
"전라남도 완도군 청산면모도출장소(4689035500)","212","0","0"
"전라남도 완도군 소안면(4689036000)","2,291","2","2"
"전라남도 완도군 금당면(4689037000)","873","1","1"
"전라남도 완도군 보길면(4689038000)","2,496","9","9"
"전라남도 완도군 생일면(4689039000)","748","1","1"
"전라남도 진도군 (4690000000)","28,717","95","95"
"전라남도 진도군 진도읍(4690025000)","10,373","50","50"
"전라남도 진도군 군내면(4690031000)","2,810","13","13"
"전라남도 진도군 고군면(4690032000)","3,344","4","4"
"전라남도 진도군 의신면(4690033000)","3,277","8","8"
"전라남도 진도군 임회면(4690034000)","3,230","9","9"
"전라남도 진도군 지산면(4690035000)","2,945","7","7"
"전라남도 진도군 조도면(4690036000)","2,111","4","4"
"전라남도 진도군 조도면가사출장소(4690036500)","240","0","0"
"전라남도 진도군 조도면거차출장소(4690036600)","387","0","0"
"전라남도 신안군 (4691000000)","38,222","93","93"
"전라남도 신안군 지도읍(4691025000)","4,438","7","7"
"전라남도 신안군 지도읍선도출장소(4691025100)","233","0","0"
"전라남도 신안군 압해읍(4691025300)","5,548","12","12"
"전라남도 신안군 압해읍매화출장소(4691025400)","246","1","1"
"전라남도 신안군 압해읍고이도출장소(4691025500)","210","0","0"
"전라남도 신안군 증도면(4691031000)","1,422","3","3"
"전라남도 신안군 증도면병풍출장소(4691031500)","300","0","0"
"전라남도 신안군 임자면(4691032000)","3,241","14","14"
"전라남도 신안군 자은면(4691033000)","2,236","6","6"
"전라남도 신안군 비금면(4691034000)","3,579","8","8"
"전라남도 신안군 도초면(4691035000)","2,388","3","3"
"전라남도 신안군 도초면우이도출장소(4691035500)","212","1","1"
"전라남도 신안군 흑산면(4691036000)","2,107","6","6"
"전라남도 신안군 흑산면가거도출장소(4691036500)","372","0","0"
"전라남도 신안군 흑산면태도출장소(4691036600)","194","0","0"
"전라남도 신안군 흑산면홍도출장소(4691036700)","438","0","0"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","276","1","1"
"전라남도 신안군 하의면(4691037000)","1,618","3","3"
"전라남도 신안군 신의면(4691038000)","1,494","3","3"
"전라남도 신안군 장산면(4691039000)","1,478","2","2"
"전라남도 신안군 안좌면(4691040000)","3,009","15","15"
"전라남도 신안군 안좌면자라출장소(4691040500)","340","0","0"
"전라남도 신안군 팔금면(4691041000)","919","4","4"
"전라남도 신안군 암태면(4691042000)","1,924","4","4"
"경상북도  (4700000000)","2,544,174","9,678","9,678"
"경상북도 포항시 (4711000000)","492,518","2,075","2,075"
"경상북도 포항시 남구 (4711100000)","223,145","838","838"
"경상북도 포항시 남구 구룡포읍(4711125000)","6,734","4","4"
"경상북도 포항시 남구 연일읍(4711125300)","28,520","84","84"
"경상북도 포항시 남구 오천읍(4711125600)","57,181","334","334"
"경상북도 포항시 남구 대송면(4711131000)","3,178","6","6"
"경상북도 포항시 남구 동해면(4711132000)","9,352","28","28"
"경상북도 포항시 남구 장기면(4711133000)","3,829","2","2"
"경상북도 포항시 남구 호미곶면(4711135000)","1,700","3","3"
"경상북도 포항시 남구 상대동(4711152500)","23,542","52","52"
"경상북도 포항시 남구 해도동(4711154500)","16,339","28","28"
"경상북도 포항시 남구 송도동(4711155000)","11,394","13","13"
"경상북도 포항시 남구 청림동(4711156000)","4,729","24","24"
"경상북도 포항시 남구 제철동(4711157000)","2,388","7","7"
"경상북도 포항시 남구 효곡동(4711158000)","29,706","119","119"
"경상북도 포항시 남구 대이동(4711159000)","24,553","134","134"
"경상북도 포항시 북구 (4711300000)","269,373","1,237","1,237"
"경상북도 포항시 북구 흥해읍(4711325000)","48,459","374","374"
"경상북도 포항시 북구 신광면(4711331000)","2,799","3","3"
"경상북도 포항시 북구 청하면(4711332000)","4,464","0","0"
"경상북도 포항시 북구 송라면(4711333000)","2,394","1","1"
"경상북도 포항시 북구 기계면(4711334000)","4,824","4","4"
"경상북도 포항시 북구 죽장면(4711335000)","2,044","0","0"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","618","0","0"
"경상북도 포항시 북구 기북면(4711336000)","1,290","1","1"
"경상북도 포항시 북구 중앙동(4711352000)","14,188","45","45"
"경상북도 포항시 북구 양학동(4711363000)","16,851","63","63"
"경상북도 포항시 북구 죽도동(4711365500)","19,116","46","46"
"경상북도 포항시 북구 용흥동(4711366500)","20,406","58","58"
"경상북도 포항시 북구 우창동(4711368000)","32,106","200","200"
"경상북도 포항시 북구 두호동(4711369000)","21,662","103","103"
"경상북도 포항시 북구 장량동(4711370000)","69,258","295","295"
"경상북도 포항시 북구 환여동(4711371000)","8,894","44","44"
"경상북도 경주시 (4713000000)","245,669","893","893"
"경상북도 경주시 감포읍(4713025000)","5,205","7","7"
"경상북도 경주시 안강읍(4713025300)","22,769","43","43"
"경상북도 경주시 건천읍(4713025600)","8,800","14","14"
"경상북도 경주시 외동읍(4713025900)","21,672","123","123"
"경상북도 경주시 문무대왕면(4713031500)","4,131","25","25"
"경상북도 경주시 양남면(4713032000)","6,332","14","14"
"경상북도 경주시 내남면(4713033000)","4,485","3","3"
"경상북도 경주시 산내면(4713034000)","3,192","1","1"
"경상북도 경주시 서면(4713035000)","3,009","3","3"
"경상북도 경주시 현곡면(4713036000)","21,886","147","147"
"경상북도 경주시 강동면(4713037000)","5,980","6","6"
"경상북도 경주시 천북면(4713038000)","5,646","22","22"
"경상북도 경주시 중부동(4713051500)","4,664","8","8"
"경상북도 경주시 황오동(4713053000)","5,808","13","13"
"경상북도 경주시 성건동(4713055000)","13,321","29","29"
"경상북도 경주시 황남동(4713057000)","3,934","2","2"
"경상북도 경주시 선도동(4713059000)","14,313","46","46"
"경상북도 경주시 월성동(4713060500)","5,543","10","10"
"경상북도 경주시 용강동(4713061500)","25,456","176","176"
"경상북도 경주시 황성동(4713062100)","27,013","92","92"
"경상북도 경주시 동천동(4713063000)","21,089","63","63"
"경상북도 경주시 불국동(4713065000)","9,750","41","41"
"경상북도 경주시 보덕동(4713066000)","1,671","5","5"
"경상북도 김천시 (4715000000)","136,202","580","580"
"경상북도 김천시 아포읍(4715025000)","7,689","30","30"
"경상북도 김천시 농소면(4715031000)","3,097","5","5"
"경상북도 김천시 남면(4715032000)","2,959","2","2"
"경상북도 김천시 개령면(4715034000)","2,265","9","9"
"경상북도 김천시 감문면(4715035000)","3,150","4","4"
"경상북도 김천시 어모면(4715036000)","4,048","10","10"
"경상북도 김천시 봉산면(4715037000)","2,864","3","3"
"경상북도 김천시 대항면(4715038000)","3,241","3","3"
"경상북도 김천시 감천면(4715039000)","1,811","2","2"
"경상북도 김천시 조마면(4715040000)","2,094","4","4"
"경상북도 김천시 구성면(4715041000)","2,651","1","1"
"경상북도 김천시 지례면(4715042000)","1,409","1","1"
"경상북도 김천시 부항면(4715043000)","1,226","0","0"
"경상북도 김천시 대덕면(4715044000)","2,216","4","4"
"경상북도 김천시 증산면(4715045000)","959","1","1"
"경상북도 김천시 자산동(4715051600)","6,093","15","15"
"경상북도 김천시 평화남산동(4715053600)","7,079","13","13"
"경상북도 김천시 양금동(4715056500)","3,541","9","9"
"경상북도 김천시 대신동(4715057500)","24,253","109","109"
"경상북도 김천시 대곡동(4715059500)","19,398","78","78"
"경상북도 김천시 지좌동(4715061000)","10,695","63","63"
"경상북도 김천시 율곡동(4715064000)","23,464","214","214"
"경상북도 안동시 (4717000000)","153,816","545","545"
"경상북도 안동시 풍산읍(4717025000)","6,047","9","9"
"경상북도 안동시 와룡면(4717031000)","3,807","5","5"
"경상북도 안동시 북후면(4717032000)","2,787","4","4"
"경상북도 안동시 서후면(4717033000)","3,685","2","2"
"경상북도 안동시 풍천면(4717034000)","7,186","57","57"
"경상북도 안동시 일직면(4717035000)","2,471","1","1"
"경상북도 안동시 남후면(4717036000)","1,628","1","1"
"경상북도 안동시 남선면(4717037000)","1,986","2","2"
"경상북도 안동시 임하면(4717038000)","2,605","1","1"
"경상북도 안동시 길안면(4717039000)","2,569","2","2"
"경상북도 안동시 임동면(4717040000)","1,628","1","1"
"경상북도 안동시 예안면(4717041000)","1,676","1","1"
"경상북도 안동시 도산면(4717042000)","1,410","1","1"
"경상북도 안동시 녹전면(4717043000)","1,611","2","2"
"경상북도 안동시 중구동(4717051000)","4,910","13","13"
"경상북도 안동시 명륜동(4717052000)","4,604","18","18"
"경상북도 안동시 용상동(4717055500)","24,488","115","115"
"경상북도 안동시 서구동(4717058500)","8,407","12","12"
"경상북도 안동시 태화동(4717060000)","12,268","47","47"
"경상북도 안동시 평화동(4717062000)","5,882","11","11"
"경상북도 안동시 안기동(4717063000)","5,890","14","14"
"경상북도 안동시 옥동(4717065000)","20,385","79","79"
"경상북도 안동시 송하동(4717066000)","15,468","78","78"
"경상북도 안동시 강남동(4717069000)","10,418","69","69"
"경상북도 구미시 (4719000000)","404,871","1,778","1,778"
"경상북도 구미시 선산읍(4719025000)","13,691","23","23"
"경상북도 구미시 고아읍(4719025300)","38,618","183","183"
"경상북도 구미시 산동읍(4719025600)","30,353","351","351"
"경상북도 구미시 무을면(4719031000)","1,787","2","2"
"경상북도 구미시 옥성면(4719032000)","1,641","0","0"
"경상북도 구미시 도개면(4719033000)","2,047","1","1"
"경상북도 구미시 해평면(4719034000)","3,703","3","3"
"경상북도 구미시 장천면(4719036000)","2,791","3","3"
"경상북도 구미시 송정동(4719051000)","23,043","66","66"
"경상북도 구미시 원평동(4719053500)","9,458","63","63"
"경상북도 구미시 도량동(4719055100)","27,146","74","74"
"경상북도 구미시 지산동(4719055500)","1,890","1","1"
"경상북도 구미시 선주원남동(4719056500)","37,165","102","102"
"경상북도 구미시 형곡1동(4719058200)","12,863","25","25"
"경상북도 구미시 형곡2동(4719058300)","15,647","30","30"
"경상북도 구미시 신평1동(4719059000)","4,648","25","25"
"경상북도 구미시 신평2동(4719060000)","2,926","16","16"
"경상북도 구미시 비산동(4719061000)","12,549","102","102"
"경상북도 구미시 광평동(4719063000)","4,109","12","12"
"경상북도 구미시 상모사곡동(4719064500)","29,631","137","137"
"경상북도 구미시 임오동(4719066000)","17,645","65","65"
"경상북도 구미시 인동동(4719067000)","46,152","168","168"
"경상북도 구미시 진미동(4719068000)","16,595","51","51"
"경상북도 구미시 양포동(4719069000)","44,637","237","237"
"경상북도 구미시 공단동(4719070000)","4,136","38","38"
"경상북도 영주시 (4721000000)","99,735","311","311"
"경상북도 영주시 풍기읍(4721025000)","10,525","24","24"
"경상북도 영주시 이산면(4721031000)","2,198","2","2"
"경상북도 영주시 평은면(4721032000)","1,388","1","1"
"경상북도 영주시 문수면(4721033000)","1,903","3","3"
"경상북도 영주시 장수면(4721034000)","2,031","3","3"
"경상북도 영주시 안정면(4721035000)","2,823","9","9"
"경상북도 영주시 봉현면(4721036000)","2,557","0","0"
"경상북도 영주시 순흥면(4721037000)","1,884","0","0"
"경상북도 영주시 단산면(4721038000)","1,743","1","1"
"경상북도 영주시 부석면(4721039000)","2,843","2","2"
"경상북도 영주시 상망동(4721051000)","7,128","18","18"
"경상북도 영주시 하망동(4721052500)","5,834","23","23"
"경상북도 영주시 영주1동(4721055000)","3,589","5","5"
"경상북도 영주시 영주2동(4721056000)","4,525","9","9"
"경상북도 영주시 휴천1동(4721059000)","6,183","14","14"
"경상북도 영주시 휴천2동(4721060000)","9,698","24","24"
"경상북도 영주시 휴천3동(4721061000)","7,209","31","31"
"경상북도 영주시 가흥1동(4721062000)","15,379","70","70"
"경상북도 영주시 가흥2동(4721063000)","10,295","72","72"
"경상북도 영천시 (4723000000)","100,013","426","426"
"경상북도 영천시 금호읍(4723025000)","10,402","31","31"
"경상북도 영천시 청통면(4723031000)","3,961","13","13"
"경상북도 영천시 신녕면(4723032000)","3,697","13","13"
"경상북도 영천시 화산면(4723033000)","3,075","7","7"
"경상북도 영천시 화북면(4723034000)","2,238","6","6"
"경상북도 영천시 화남면(4723035000)","3,202","13","13"
"경상북도 영천시 자양면(4723036000)","1,332","3","3"
"경상북도 영천시 임고면(4723037000)","4,193","12","12"
"경상북도 영천시 고경면(4723038000)","5,845","26","26"
"경상북도 영천시 북안면(4723039000)","4,365","7","7"
"경상북도 영천시 대창면(4723040000)","3,019","11","11"
"경상북도 영천시 동부동(4723051000)","26,909","129","129"
"경상북도 영천시 중앙동(4723052000)","9,336","36","36"
"경상북도 영천시 서부동(4723053500)","4,544","14","14"
"경상북도 영천시 완산동(4723054000)","10,017","86","86"
"경상북도 영천시 남부동(4723055500)","3,878","19","19"
"경상북도 상주시 (4725000000)","92,908","287","287"
"경상북도 상주시 함창읍(4725025000)","6,202","22","22"
"경상북도 상주시 중동면(4725031000)","1,301","3","3"
"경상북도 상주시 사벌국면(4725032500)","3,673","7","7"
"경상북도 상주시 낙동면(4725033000)","2,843","2","2"
"경상북도 상주시 낙동면동부출장소(4725033500)","942","0","0"
"경상북도 상주시 청리면(4725034000)","2,450","9","9"
"경상북도 상주시 공성면(4725035000)","3,808","3","3"
"경상북도 상주시 외남면(4725036000)","1,525","2","2"
"경상북도 상주시 내서면(4725037000)","1,826","2","2"
"경상북도 상주시 모동면(4725038000)","2,539","3","3"
"경상북도 상주시 모서면(4725039000)","1,647","1","1"
"경상북도 상주시 모서면서부출장소(4725039500)","702","1","1"
"경상북도 상주시 화동면(4725040000)","1,874","3","3"
"경상북도 상주시 화서면(4725041000)","2,876","10","10"
"경상북도 상주시 화북면(4725042000)","1,124","0","0"
"경상북도 상주시 화북면서부출장소(4725042600)","320","0","0"
"경상북도 상주시 외서면(4725043000)","2,513","4","4"
"경상북도 상주시 은척면(4725044000)","1,110","3","3"
"경상북도 상주시 은척면북부출장소(4725044500)","359","0","0"
"경상북도 상주시 공검면(4725045000)","2,021","2","2"
"경상북도 상주시 이안면(4725046000)","1,964","1","1"
"경상북도 상주시 화남면(4725047000)","788","2","2"
"경상북도 상주시 남원동(4725052000)","11,204","38","38"
"경상북도 상주시 북문동(4725053000)","9,175","40","40"
"경상북도 상주시 계림동(4725054000)","8,840","66","66"
"경상북도 상주시 동문동(4725055000)","7,472","24","24"
"경상북도 상주시 동성동(4725056000)","3,267","7","7"
"경상북도 상주시 신흥동(4725057000)","8,543","32","32"
"경상북도 문경시 (4728000000)","67,929","226","226"
"경상북도 문경시 문경읍(4728025000)","5,674","19","19"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,077","2","2"
"경상북도 문경시 가은읍(4728025300)","3,049","6","6"
"경상북도 문경시 가은읍북부출장소(4728025400)","846","0","0"
"경상북도 문경시 영순면(4728031000)","2,307","1","1"
"경상북도 문경시 산양면(4728032000)","2,958","5","5"
"경상북도 문경시 호계면(4728033000)","2,324","4","4"
"경상북도 문경시 산북면(4728034000)","2,617","2","2"
"경상북도 문경시 동로면(4728035000)","1,951","7","7"
"경상북도 문경시 마성면(4728036000)","3,317","2","2"
"경상북도 문경시 농암면(4728037000)","2,543","4","4"
"경상북도 문경시 점촌1동(4728057000)","5,338","23","23"
"경상북도 문경시 점촌2동(4728058000)","6,580","22","22"
"경상북도 문경시 점촌3동(4728059000)","8,540","31","31"
"경상북도 문경시 점촌4동(4728060000)","2,953","10","10"
"경상북도 문경시 점촌5동(4728061000)","15,855","88","88"
"경상북도 경산시 (4729000000)","266,706","1,082","1,082"
"경상북도 경산시 하양읍(4729025000)","32,333","147","147"
"경상북도 경산시 진량읍(4729025300)","33,703","99","99"
"경상북도 경산시 압량읍(4729025600)","21,208","154","154"
"경상북도 경산시 와촌면(4729031000)","5,293","8","8"
"경상북도 경산시 자인면(4729033000)","5,231","8","8"
"경상북도 경산시 용성면(4729034000)","3,248","3","3"
"경상북도 경산시 남산면(4729035000)","3,598","3","3"
"경상북도 경산시 남천면(4729037000)","2,742","4","4"
"경상북도 경산시 중방동(4729051000)","10,840","49","49"
"경상북도 경산시 중앙동(4729052000)","5,928","10","10"
"경상북도 경산시 남부동(4729053000)","18,733","91","91"
"경상북도 경산시 서부1동(4729054100)","30,615","93","93"
"경상북도 경산시 서부2동(4729054200)","40,328","233","233"
"경상북도 경산시 북부동(4729055000)","16,386","59","59"
"경상북도 경산시 동부동(4729056000)","36,520","121","121"
"경상북도 의성군 (4773000000)","49,375","164","164"
"경상북도 의성군 의성읍(4773025000)","12,483","51","51"
"경상북도 의성군 단촌면(4773031000)","1,873","6","6"
"경상북도 의성군 점곡면(4773032000)","1,535","3","3"
"경상북도 의성군 옥산면(4773033000)","1,709","6","6"
"경상북도 의성군 사곡면(4773034000)","1,548","3","3"
"경상북도 의성군 춘산면(4773035000)","1,477","7","7"
"경상북도 의성군 가음면(4773036000)","1,457","4","4"
"경상북도 의성군 금성면(4773037000)","4,102","16","16"
"경상북도 의성군 봉양면(4773038000)","3,904","11","11"
"경상북도 의성군 비안면(4773039000)","2,578","8","8"
"경상북도 의성군 구천면(4773040000)","1,707","3","3"
"경상북도 의성군 단밀면(4773041000)","1,633","5","5"
"경상북도 의성군 단북면(4773042000)","1,690","2","2"
"경상북도 의성군 안계면(4773043000)","4,274","13","13"
"경상북도 의성군 다인면(4773044000)","3,687","20","20"
"경상북도 의성군 신평면(4773045000)","792","1","1"
"경상북도 의성군 안평면(4773046000)","2,072","4","4"
"경상북도 의성군 안사면(4773047000)","854","1","1"
"경상북도 청송군 (4775000000)","23,887","76","76"
"경상북도 청송군 청송읍(4775025000)","4,901","18","18"
"경상북도 청송군 주왕산면(4775031500)","1,786","3","3"
"경상북도 청송군 부남면(4775032000)","2,376","5","5"
"경상북도 청송군 현동면(4775033000)","2,035","6","6"
"경상북도 청송군 현서면(4775034000)","2,405","7","7"
"경상북도 청송군 안덕면(4775035000)","2,482","5","5"
"경상북도 청송군 파천면(4775036000)","1,661","5","5"
"경상북도 청송군 진보면(4775037000)","6,241","27","27"
"경상북도 영양군 (4776000000)","15,490","27","27"
"경상북도 영양군 영양읍(4776025000)","6,755","20","20"
"경상북도 영양군 입암면(4776031000)","1,999","2","2"
"경상북도 영양군 청기면(4776032000)","1,565","1","1"
"경상북도 영양군 일월면(4776033000)","1,653","2","2"
"경상북도 영양군 수비면(4776034000)","1,602","2","2"
"경상북도 영양군 석보면(4776035000)","1,916","0","0"
"경상북도 영덕군 (4777000000)","33,518","82","82"
"경상북도 영덕군 영덕읍(4777025000)","10,228","33","33"
"경상북도 영덕군 강구면(4777031000)","5,695","14","14"
"경상북도 영덕군 남정면(4777032000)","2,212","4","4"
"경상북도 영덕군 달산면(4777033000)","1,058","0","0"
"경상북도 영덕군 지품면(4777034000)","1,385","1","1"
"경상북도 영덕군 지품면원전출장소(4777034500)","517","0","0"
"경상북도 영덕군 축산면(4777035000)","873","3","3"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,515","3","3"
"경상북도 영덕군 영해면(4777036000)","5,916","19","19"
"경상북도 영덕군 병곡면(4777037000)","2,593","4","4"
"경상북도 영덕군 창수면(4777038000)","1,526","1","1"
"경상북도 청도군 (4782000000)","40,984","86","86"
"경상북도 청도군 화양읍(4782025000)","7,036","19","19"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,081","4","4"
"경상북도 청도군 청도읍(4782025300)","9,803","24","24"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,511","2","2"
"경상북도 청도군 각남면(4782031000)","2,105","5","5"
"경상북도 청도군 풍각면(4782032000)","3,714","11","11"
"경상북도 청도군 각북면(4782033000)","2,307","4","4"
"경상북도 청도군 이서면(4782034000)","4,480","8","8"
"경상북도 청도군 운문면(4782035000)","1,951","3","3"
"경상북도 청도군 금천면(4782036000)","3,227","3","3"
"경상북도 청도군 매전면(4782037000)","3,769","3","3"
"경상북도 고령군 (4783000000)","30,254","84","84"
"경상북도 고령군 대가야읍(4783025300)","9,515","28","28"
"경상북도 고령군 덕곡면(4783031000)","1,445","4","4"
"경상북도 고령군 운수면(4783032000)","1,751","8","8"
"경상북도 고령군 성산면(4783033000)","2,493","4","4"
"경상북도 고령군 다산면(4783034000)","8,401","24","24"
"경상북도 고령군 개진면(4783035000)","1,862","6","6"
"경상북도 고령군 우곡면(4783036000)","1,537","1","1"
"경상북도 고령군 쌍림면(4783037000)","3,250","9","9"
"경상북도 성주군 (4784000000)","41,818","129","129"
"경상북도 성주군 성주읍(4784025000)","13,237","57","57"
"경상북도 성주군 선남면(4784031000)","5,981","18","18"
"경상북도 성주군 용암면(4784032000)","3,580","9","9"
"경상북도 성주군 수륜면(4784033000)","3,193","5","5"
"경상북도 성주군 가천면(4784034000)","1,959","1","1"
"경상북도 성주군 금수면(4784035000)","1,183","3","3"
"경상북도 성주군 대가면(4784036000)","2,269","4","4"
"경상북도 성주군 벽진면(4784037000)","2,928","10","10"
"경상북도 성주군 초전면(4784038000)","4,295","14","14"
"경상북도 성주군 월항면(4784039000)","3,193","8","8"
"경상북도 칠곡군 (4785000000)","108,836","317","317"
"경상북도 칠곡군 왜관읍(4785025000)","30,965","81","81"
"경상북도 칠곡군 북삼읍(4785025300)","23,439","68","68"
"경상북도 칠곡군 석적읍(4785025600)","30,471","147","147"
"경상북도 칠곡군 지천면(4785031000)","3,821","1","1"
"경상북도 칠곡군 동명면(4785032000)","5,087","2","2"
"경상북도 칠곡군 가산면(4785033000)","3,227","4","4"
"경상북도 칠곡군 약목면(4785036000)","8,859","5","5"
"경상북도 칠곡군 기산면(4785037000)","2,967","9","9"
"경상북도 예천군 (4790000000)","54,954","256","256"
"경상북도 예천군 예천읍(4790025000)","13,899","36","36"
"경상북도 예천군 호명읍(4790025300)","20,834","194","194"
"경상북도 예천군 용문면(4790031000)","2,137","1","1"
"경상북도 예천군 감천면(4790034000)","2,448","1","1"
"경상북도 예천군 보문면(4790035000)","1,589","3","3"
"경상북도 예천군 유천면(4790037000)","2,453","8","8"
"경상북도 예천군 용궁면(4790038000)","2,259","1","1"
"경상북도 예천군 개포면(4790039000)","1,467","2","2"
"경상북도 예천군 지보면(4790040000)","2,572","3","3"
"경상북도 예천군 풍양면(4790041000)","2,854","5","5"
"경상북도 예천군 효자면(4790042000)","1,165","0","0"
"경상북도 예천군 은풍면(4790043000)","1,277","2","2"
"경상북도 봉화군 (4792000000)","29,249","51","51"
"경상북도 봉화군 봉화읍(4792025000)","9,263","20","20"
"경상북도 봉화군 물야면(4792031000)","2,848","3","3"
"경상북도 봉화군 봉성면(4792032000)","1,933","2","2"
"경상북도 봉화군 법전면(4792033000)","1,919","0","0"
"경상북도 봉화군 춘양면(4792034000)","4,231","12","12"
"경상북도 봉화군 소천면(4792035000)","2,095","2","2"
"경상북도 봉화군 재산면(4792036000)","1,409","0","0"
"경상북도 봉화군 명호면(4792037000)","2,117","2","2"
"경상북도 봉화군 상운면(4792038000)","1,629","3","3"
"경상북도 봉화군 석포면(4792039000)","1,805","7","7"
"경상북도 울진군 (4793000000)","46,280","172","172"
"경상북도 울진군 울진읍(4793025000)","13,430","54","54"
"경상북도 울진군 평해읍(4793025300)","2,505","3","3"
"경상북도 울진군 북면(4793031000)","6,832","57","57"
"경상북도 울진군 북면하당출장소(4793031500)","644","0","0"
"경상북도 울진군 근남면(4793033000)","2,697","8","8"
"경상북도 울진군 기성면(4793035000)","2,348","6","6"
"경상북도 울진군 온정면(4793036000)","1,544","0","0"
"경상북도 울진군 죽변면(4793037000)","6,124","26","26"
"경상북도 울진군 후포면(4793038000)","7,036","15","15"
"경상북도 울진군 금강송면(4793039000)","1,203","0","0"
"경상북도 울진군 매화면(4793040000)","1,917","3","3"
"경상북도 울릉군 (4794000000)","9,162","31","31"
"경상북도 울릉군 울릉읍(4794025000)","6,423","23","23"
"경상북도 울릉군 서면(4794031000)","944","3","3"
"경상북도 울릉군 서면태하출장소(4794031500)","450","0","0"
"경상북도 울릉군 북면(4794032000)","1,345","5","5"
"경상남도  (4800000000)","3,236,224","12,539","12,539"
"경상남도 창원시 (4812000000)","1,003,731","4,228","4,228"
"경상남도 창원시 의창구 (4812100000)","211,060","925","925"
"경상남도 창원시 의창구 동읍(4812125000)","18,585","37","37"
"경상남도 창원시 의창구 북면(4812131000)","43,049","345","345"
"경상남도 창원시 의창구 대산면(4812132000)","6,721","15","15"
"경상남도 창원시 의창구 의창동(4812151000)","48,841","219","219"
"경상남도 창원시 의창구 팔룡동(4812152000)","25,257","136","136"
"경상남도 창원시 의창구 명곡동(4812153000)","38,917","107","107"
"경상남도 창원시 의창구 봉림동(4812154000)","29,690","66","66"
"경상남도 창원시 성산구 (4812300000)","244,434","1,152","1,152"
"경상남도 창원시 성산구 반송동(4812351000)","39,244","134","134"
"경상남도 창원시 성산구 용지동(4812351500)","26,523","115","115"
"경상남도 창원시 성산구 중앙동(4812352000)","36,505","185","185"
"경상남도 창원시 성산구 상남동(4812353000)","26,505","118","118"
"경상남도 창원시 성산구 사파동(4812354000)","44,941","241","241"
"경상남도 창원시 성산구 가음정동(4812355000)","37,682","185","185"
"경상남도 창원시 성산구 성주동(4812356000)","25,850","145","145"
"경상남도 창원시 성산구 웅남동(4812357000)","7,184","29","29"
"경상남도 창원시 마산합포구 (4812500000)","179,162","705","705"
"경상남도 창원시 마산합포구 구산면(4812531000)","3,957","2","2"
"경상남도 창원시 마산합포구 진동면(4812532000)","11,647","28","28"
"경상남도 창원시 마산합포구 진북면(4812533000)","3,136","3","3"
"경상남도 창원시 마산합포구 진전면(4812534000)","3,667","3","3"
"경상남도 창원시 마산합포구 현동(4812551000)","13,602","86","86"
"경상남도 창원시 마산합포구 가포동(4812552000)","4,371","46","46"
"경상남도 창원시 마산합포구 월영동(4812553000)","41,285","233","233"
"경상남도 창원시 마산합포구 문화동(4812554000)","10,915","15","15"
"경상남도 창원시 마산합포구 반월중앙동(4812556500)","13,361","29","29"
"경상남도 창원시 마산합포구 완월동(4812557000)","8,505","9","9"
"경상남도 창원시 마산합포구 자산동(4812558000)","9,189","15","15"
"경상남도 창원시 마산합포구 교방동(4812561000)","19,022","148","148"
"경상남도 창원시 마산합포구 오동동(4812563000)","18,299","40","40"
"경상남도 창원시 마산합포구 합포동(4812564000)","6,679","25","25"
"경상남도 창원시 마산합포구 산호동(4812565000)","11,527","23","23"
"경상남도 창원시 마산회원구 (4812700000)","179,428","577","577"
"경상남도 창원시 마산회원구 내서읍(4812725000)","59,924","165","165"
"경상남도 창원시 마산회원구 회원1동(4812751000)","9,668","12","12"
"경상남도 창원시 마산회원구 회원2동(4812752000)","9,644","46","46"
"경상남도 창원시 마산회원구 석전동(4812754500)","16,032","68","68"
"경상남도 창원시 마산회원구 회성동(4812755000)","5,302","3","3"
"경상남도 창원시 마산회원구 양덕1동(4812756000)","10,475","23","23"
"경상남도 창원시 마산회원구 양덕2동(4812757000)","32,472","167","167"
"경상남도 창원시 마산회원구 합성1동(4812758000)","8,754","40","40"
"경상남도 창원시 마산회원구 합성2동(4812759000)","7,034","9","9"
"경상남도 창원시 마산회원구 구암1동(4812760000)","8,324","16","16"
"경상남도 창원시 마산회원구 구암2동(4812761000)","8,888","22","22"
"경상남도 창원시 마산회원구 봉암동(4812762000)","2,911","6","6"
"경상남도 창원시 진해구 (4812900000)","189,647","869","869"
"경상남도 창원시 진해구 충무동(4812953000)","15,756","81","81"
"경상남도 창원시 진해구 여좌동(4812954000)","7,901","15","15"
"경상남도 창원시 진해구 태백동(4812955000)","3,524","9","9"
"경상남도 창원시 진해구 경화동(4812956000)","10,581","45","45"
